x_m,tau_s,C_EGDA_mol_L,C_EGDA_eq_mol_L,C_EGMA_mol_L,C_EGMA_eq_mol_L,C_EG_mol_L,C_EG_eq_mol_L,C_AcOH_mol_L,C_AcOH_eq_mol_L
0.00000000e+00,0.00000000e+00,2.50000000e-01,2.03992894e-04,0.00000000e+00,1.38746223e-02,0.00000000e+00,2.35921385e-01,0.00000000e+00,4.85717392e-01
1.00000000e-03,7.53982237e-01,2.49437864e-01,2.03992894e-04,5.61822360e-04,1.38746223e-02,3.13882067e-07,2.35921385e-01,5.62450124e-04,4.85717392e-01
2.00000000e-03,1.50796447e+00,2.48876998e-01,2.03992894e-04,1.12174819e-03,1.38746223e-02,1.25410730e-06,2.35921385e-01,1.12425641e-03,4.85717392e-01
3.00000000e-03,2.26194671e+00,2.48317399e-01,2.03992894e-04,1.67978248e-03,1.38746223e-02,2.81854626e-06,2.35921385e-01,1.68541957e-03,4.85717392e-01
4.00000000e-03,3.01592895e+00,2.47759065e-01,2.03992894e-04,2.23593019e-03,1.38746223e-02,5.00507540e-06,2.35921385e-01,2.24594034e-03,4.85717392e-01
5.00000000e-03,3.76991118e+00,2.47201992e-01,2.03992894e-04,2.79019626e-03,1.38746223e-02,7.81157665e-06,2.35921385e-01,2.80581942e-03,4.85717392e-01
6.00000000e-03,4.52389342e+00,2.46646178e-01,2.03992894e-04,3.34258566e-03,1.38746223e-02,1.12359375e-05,2.35921385e-01,3.36505753e-03,4.85717392e-01
7.00000000e-03,5.27787566e+00,2.46091621e-01,2.03992894e-04,3.89310330e-03,1.38746223e-02,1.52760507e-05,2.35921385e-01,3.92365540e-03,4.85717392e-01
8.00000000e-03,6.03185789e+00,2.45538316e-01,2.03992894e-04,4.44175410e-03,1.38746223e-02,1.99298147e-05,2.35921385e-01,4.48161373e-03,4.85717392e-01
9.00000000e-03,6.78584013e+00,2.44986262e-01,2.03992894e-04,4.98854298e-03,1.38746223e-02,2.51951333e-05,2.35921385e-01,5.03893324e-03,4.85717392e-01
1.00000000e-02,7.53982237e+00,2.44435455e-01,2.03992894e-04,5.53347482e-03,1.38746223e-02,3.10699156e-05,2.35921385e-01,5.59561465e-03,4.85717392e-01
1.10000000e-02,8.29380461e+00,2.43885893e-01,2.03992894e-04,6.07655451e-03,1.38746223e-02,3.75520764e-05,2.35921385e-01,6.15165866e-03,4.85717392e-01
1.20000000e-02,9.04778684e+00,2.43337574e-01,2.03992894e-04,6.61778693e-03,1.38746223e-02,4.46395355e-05,2.35921385e-01,6.70706600e-03,4.85717392e-01
1.30000000e-02,9.80176908e+00,2.42790493e-01,2.03992894e-04,7.15717693e-03,1.38746223e-02,5.23302183e-05,2.35921385e-01,7.26183737e-03,4.85717392e-01
1.40000000e-02,1.05557513e+01,2.42244649e-01,2.03992894e-04,7.69472937e-03,1.38746223e-02,6.06220558e-05,2.35921385e-01,7.81597348e-03,4.85717392e-01
1.50000000e-02,1.13097336e+01,2.41700038e-01,2.03992894e-04,8.23044908e-03,1.38746223e-02,6.95129840e-05,2.35921385e-01,8.36947505e-03,4.85717392e-01
1.60000000e-02,1.20637158e+01,2.41156658e-01,2.03992894e-04,8.76434089e-03,1.38746223e-02,7.90009446e-05,2.35921385e-01,8.92234278e-03,4.85717392e-01
1.70000000e-02,1.28176980e+01,2.40614507e-01,2.03992894e-04,9.29640961e-03,1.38746223e-02,8.90838845e-05,2.35921385e-01,9.47457738e-03,4.85717392e-01
1.80000000e-02,1.35716803e+01,2.40073580e-01,2.03992894e-04,9.82666005e-03,1.38746223e-02,9.97597560e-05,2.35921385e-01,1.00261796e-02,4.85717392e-01
1.90000000e-02,1.43256625e+01,2.39533876e-01,2.03992894e-04,1.03550970e-02,1.38746223e-02,1.11026517e-04,2.35921385e-01,1.05771500e-02,4.85717392e-01
2.00000000e-02,1.50796447e+01,2.38995393e-01,2.03992894e-04,1.08817252e-02,1.38746223e-02,1.22882129e-04,2.35921385e-01,1.11274895e-02,4.85717392e-01
2.10000000e-02,1.58336270e+01,2.38458126e-01,2.03992894e-04,1.14065495e-02,1.38746223e-02,1.35324562e-04,2.35921385e-01,1.16771987e-02,4.85717392e-01
2.20000000e-02,1.65876092e+01,2.37922074e-01,2.03992894e-04,1.19295747e-02,1.38746223e-02,1.48351788e-04,2.35921385e-01,1.22262782e-02,4.85717392e-01
2.30000000e-02,1.73415914e+01,2.37387233e-01,2.03992894e-04,1.24508053e-02,1.38746223e-02,1.61961787e-04,2.35921385e-01,1.27747289e-02,4.85717392e-01
2.40000000e-02,1.80955737e+01,2.36853601e-01,2.03992894e-04,1.29702463e-02,1.38746223e-02,1.76152541e-04,2.35921385e-01,1.33225514e-02,4.85717392e-01
2.50000000e-02,1.88495559e+01,2.36321176e-01,2.03992894e-04,1.34879023e-02,1.38746223e-02,1.90922040e-04,2.35921385e-01,1.38697464e-02,4.85717392e-01
2.60000000e-02,1.96035382e+01,2.35789954e-01,2.03992894e-04,1.40037781e-02,1.38746223e-02,2.06268279e-04,2.35921385e-01,1.44163147e-02,4.85717392e-01
2.70000000e-02,2.03575204e+01,2.35259932e-01,2.03992894e-04,1.45178783e-02,1.38746223e-02,2.22189257e-04,2.35921385e-01,1.49622568e-02,4.85717392e-01
2.80000000e-02,2.11115026e+01,2.34731109e-01,2.03992894e-04,1.50302076e-02,1.38746223e-02,2.38682979e-04,2.35921385e-01,1.55075736e-02,4.85717392e-01
